16.200001,103.000000,59.000000,18.650684,27.058874,3.971983
22.500000,11.000000,214.000000,4.358995,13.809000,3.873248
22.500000,11.000000,214.000000,4.316769,13.025182,3.869140
22.400000,11.000000,213.000000,4.391424,13.324454,3.930094
22.600000,10.000000,216.000000,4.260898,13.625000,3.827375
22.500000,11.000000,214.000000,4.341506,13.908909,3.849724
22.500000,11.000000,214.000000,4.347956,13.680364,3.868252
#MaxThreads,bucketSize,ExecutionTime,#Reads,#Writes,readResponseTime,writeResponseTime,readTpt,writeTpt,AvgRequestLatency,AvgThroughput,Write%
1,100,300.000000,1520,176,3875.670395,21418.914773,5.066667,0.586667,0.005696,5.653333,10.377358
242.500000,2028.000000,397.000000,42.565704,50.477085,2.151897
461.899994,220.000000,4399.000000,3.237237,15.221877,2.637869
461.200012,222.000000,4390.000000,3.389704,17.025230,2.700163
462.200012,221.000000,4401.000000,3.183265,12.645973,2.708088
458.600006,217.000000,4369.000000,3.386775,12.755438,2.921452
462.899994,222.000000,4407.000000,3.218320,11.985063,2.776699
460.700012,216.000000,4391.000000,3.349391,12.341703,2.907046
460.700012,221.000000,4386.000000,3.435128,12.570837,2.974800
462.500000,220.000000,4405.000000,3.076580,11.002427,2.680737
462.299988,220.000000,4403.000000,3.347048,11.190969,2.955119
462.100006,220.000000,4401.000000,3.145631,10.744555,2.765771
463.000000,220.000000,4410.000000,3.075391,10.905591,2.684767
460.399994,220.000000,4384.000000,3.520711,10.832659,3.153778
455.600006,216.000000,4340.000000,3.678549,10.742157,3.326993
467.299988,222.000000,4451.000000,2.895335,9.841158,2.548899
463.000000,223.000000,4407.000000,3.079261,10.107704,2.723609
464.299988,222.000000,4421.000000,3.048890,11.587482,2.620129
450.200012,214.000000,4288.000000,4.258523,23.270878,3.309683
460.399994,220.000000,4384.000000,3.289126,10.117182,2.946477
455.399994,216.000000,4338.000000,4.004599,11.192930,3.646674
462.399994,221.000000,4403.000000,3.107428,9.720942,2.775472
460.799988,219.000000,4389.000000,3.247261,11.103781,2.855241
463.399994,221.000000,4413.000000,3.119754,9.917521,2.779330
442.799988,211.000000,4217.000000,5.033984,11.106934,4.730116
462.299988,220.000000,4403.000000,3.288140,10.323918,2.936591
460.299988,220.000000,4383.000000,3.291797,10.501100,2.929934
465.399994,224.000000,4430.000000,2.981704,9.636621,2.645203
458.899994,217.000000,4372.000000,3.351722,10.217788,3.010935
460.399994,216.000000,4388.000000,3.455676,10.113236,3.127956
462.100006,217.000000,4404.000000,3.082268,9.425033,2.769742
20,100,300.000000,127607,8386,2943.847195,21040.950155,425.356667,27.953333,0.004060,453.310000,6.166494
