262.500000,2625.000000,0.000000,86.175911,86.175911,-nan
689.500000,1185.000000,5710.000000,10.641836,45.318134,3.445442
808.000000,385.000000,7695.000000,3.238196,19.374592,2.430852
791.700012,376.000000,7541.000000,4.010900,15.834761,3.421350
813.599976,385.000000,7751.000000,3.021858,16.018661,2.376296
812.400024,385.000000,7739.000000,2.988173,15.869769,2.347336
813.599976,385.000000,7751.000000,2.933913,15.031202,2.333028
809.099976,385.000000,7706.000000,3.137799,17.095688,2.440447
813.299988,385.000000,7748.000000,3.033844,15.942000,2.392437
812.900024,385.000000,7744.000000,2.863809,14.913823,2.264731
816.700012,385.000000,7782.000000,2.877488,15.337111,2.261071
812.900024,385.000000,7744.000000,3.024924,16.869356,2.336634
787.599976,376.000000,7500.000000,4.243770,17.514845,3.578451
801.299988,381.000000,7632.000000,3.231828,18.666161,2.461327
784.599976,377.000000,7469.000000,5.024139,23.140482,4.109711
808.200012,385.000000,7697.000000,3.153770,18.201632,2.401084
802.599976,381.000000,7645.000000,3.121796,17.372541,2.411589
792.099976,377.000000,7544.000000,4.573792,17.466080,3.929520
795.000000,379.000000,7571.000000,3.989872,17.413054,3.317915
805.200012,381.000000,7671.000000,2.946907,14.811708,2.357611
784.400024,377.000000,7467.000000,4.894521,21.752293,4.043396
796.500000,379.000000,7586.000000,3.872927,18.107241,3.161778
805.400024,380.000000,7674.000000,2.853398,14.708947,2.266336
787.400024,375.000000,7499.000000,4.967611,24.865536,3.972578
813.500000,389.000000,7746.000000,2.912979,14.146529,2.348832
802.400024,388.000000,7636.000000,2.893420,13.776810,2.340413
786.099976,372.000000,7489.000000,5.065076,26.353861,4.007597
810.000000,395.000000,7705.000000,3.222342,12.891797,2.726638
811.900024,395.000000,7724.000000,2.878829,13.170283,2.352531
804.599976,384.000000,7662.000000,3.489898,17.767136,2.774355
#MaxThreads,bucketSize,ExecutionTime,#Reads,#Writes,readResponseTime,writeResponseTime,readTpt,writeTpt,AvgRequestLatency,AvgThroughput,Write%
35,100,300.000000,220425,14522,2833.869924,32011.675802,734.750000,48.406667,0.004637,783.156667,6.180968
